dataset,sensor_loc,length,actual_size,sigma,sigma_value,fold,ndg_time,kde_time,ndg_memory,kde_memory,kl_divergence,chi_squared
synthetic_bimodal,bimodal,10000,10000,r0.3,22.599200299076706,0,0.0425870418548584,0.028568029403686523,0.0,-1.40625,-1.6348603947081487e-08,1.4181203189102522e-09
synthetic_bimodal,bimodal,10000,10000,r0.3,23.026966094439832,1,0.04851889610290527,0.042806148529052734,-0.25,-15.328125,-1.5824097830802927e-08,1.4652972531479051e-09
synthetic_bimodal,bimodal,10000,10000,r0.3,23.026966094439832,2,0.07134675979614258,0.03134894371032715,-70.046875,-35.34375,-1.5861371375203284e-08,1.4656740748099615e-09
opportunity,RKN^,10,10,0.1,0.1,0,0.00010800361633300781,0.0003299713134765625,0.140625,0.078125,0.0004544492318694932,0.0009107717352201017
opportunity,RKN^,10,10,0.1,0.1,1,0.00011682510375976562,0.0002968311309814453,0.15625,0.015625,0.0006452802605468183,0.0013030637209119566
opportunity,RKN^,10,10,0.1,0.1,2,7.891654968261719e-05,0.00023317337036132812,0.03125,0.03125,0.00030588589849121035,0.000644498115714406
opportunity,RKN^,10,10,0.3,0.3,0,6.389617919921875e-05,0.00015997886657714844,0.0,0.0,0.00015109042817662306,0.0003598470572501659
opportunity,RKN^,10,10,0.3,0.3,1,9.393692016601562e-05,0.0002429485321044922,0.046875,0.0,0.00011585210756700744,0.00028044523417166875
opportunity,RKN^,10,10,0.3,0.3,2,6.175041198730469e-05,0.0001811981201171875,0.0,0.015625,5.989742760653953e-05,0.0001620360339488658
opportunity,RKN^,10,10,0.5,0.5,0,6.508827209472656e-05,0.0001468658447265625,0.0,0.0,2.0263159527000082e-05,7.404850831385625e-05
opportunity,RKN^,10,10,0.5,0.5,1,7.510185241699219e-05,0.0002980232238769531,0.0,0.0,1.2300626829699936e-05,4.983088991262119e-05
opportunity,RKN^,10,10,0.5,0.5,2,7.987022399902344e-05,0.0002269744873046875,0.015625,0.015625,4.260835445207443e-06,2.9208910346098853e-05
opportunity,RKN^,10,10,r0.1,0.04053933669272608,0,6.29425048828125e-05,0.00016689300537109375,0.0,0.0,0.0007991169172687929,0.0015485644805663936
opportunity,RKN^,10,10,r0.1,0.033910262768129355,1,9.083747863769531e-05,0.000392913818359375,0.0,0.015625,0.0005802765828828156,0.0011216591476307968
opportunity,RKN^,10,10,r0.1,0.030340761424115743,2,7.009506225585938e-05,0.00020623207092285156,0.0,0.0,0.0006672624256710935,0.0012731760357319933
opportunity,RKN^,10,10,r0.3,0.12161801007817821,0,6.29425048828125e-05,0.00019621849060058594,0.0,0.0,0.0004808601795980379,0.0009752215949823055
opportunity,RKN^,10,10,r0.3,0.10173078830438807,1,9.799003601074219e-05,0.00029015541076660156,-0.765625,-2.96875,0.0006416025749921032,0.0012974997502531362
opportunity,RKN^,10,10,r0.3,0.09102228427234722,2,6.699562072753906e-05,0.00019311904907226562,0.0,0.0,0.0002996892083651746,0.000627202913461064
opportunity,RKN^,100,100,0.1,0.1,0,0.000518798828125,0.0006098747253417969,2.296875,0.09375,2.5403347735307956e-06,5.07063009999496e-06
opportunity,RKN^,100,100,0.1,0.1,1,0.0004868507385253906,0.0005650520324707031,0.0,0.0,2.8439319818675344e-06,5.678683936453583e-06
opportunity,RKN^,100,100,0.1,0.1,2,0.0004837512969970703,0.0004572868347167969,0.0,0.0,2.1676777054258436e-06,4.328108975174863e-06
opportunity,RKN^,100,100,0.3,0.3,0,0.0004811286926269531,0.0005183219909667969,0.0,0.0,1.024914306466953e-05,2.0523618365296413e-05
